col,name,mean,std
worst concave points,Noise %200,0.3729176712820044,0.014634970910273075
worst concave points,Noise %300,0.3755642390482398,0.011928685491974633
worst concave points,Noise %400,0.37533441916277,0.012169563693708082
worst symmetry,Noise %0,0.004807540937871765,0.0
worst symmetry,Noise %100,0.005987144468168834,0.005153196442736864
worst symmetry,Noise %200,0.0058772730427455785,0.0052003851676984654
worst symmetry,Noise %300,0.004795601148538772,0.0006656538188807518
worst symmetry,Noise %400,0.005385560796345346,0.0026589806966406085
worst fractal dimension,Noise %0,0.0018864007510799642,4.336808689942018e-19
worst fractal dimension,Noise %100,0.00222238579062202,0.001584079038142638
worst fractal dimension,Noise %200,0.0017557189520230534,0.0006409372381964159
worst fractal dimension,Noise %300,0.0017900615133234858,0.000410762320985515
worst fractal dimension,Noise %400,0.0017900615133234858,0.000410762320985515
